year_pulled,congressional_district_name,state,fipscd,fips,hh_snap,hh_total,hh_snap_pct,hh_poverty_pct_in_snap,hh_race_aian_pct_in_snap,hh_race_asian_pct_in_snap,hh_race_black_pct_in_snap,hh_race_hisp_pct_in_snap,hh_race_nhpi_pct_in_snap,hh_race_other_pct_in_snap,hh_race_twoplus_pct_in_snap,hh_race_white_pct_in_snap,hh_60plus_pct,hh_snap_60plus,hh_snap_60plus_pct,hh_snap_children,hh_snap_children_pct,hh_snap_disabled,hh_snap_disabled_pct,hh_snap_poverty,hh_snap_poverty_pct,hh_snap_race_aian,hh_snap_race_aian_pct,hh_snap_race_asian,hh_snap_race_asian_pct,hh_snap_race_black,hh_snap_race_black_pct,hh_snap_race_hisp,hh_snap_race_hisp_pct,hh_snap_race_nhpi,hh_snap_race_nhpi_pct,hh_snap_race_other,hh_snap_race_other_pct,hh_snap_race_twoplus,hh_snap_race_twoplus_pct,hh_snap_race_white,hh_snap_race_white_pct,hh_total_60plus,hh_total_disabled,hh_total_disabled_pct,hh_total_poverty,hh_total_poverty_pct,hh_total_race_aian,hh_total_race_aian_pct,hh_total_race_asian,hh_total_race_asian_pct,hh_total_race_black,hh_total_race_black_pct,hh_total_race_hisp,hh_total_race_hisp_pct,hh_total_race_nhpi,hh_total_race_nhpi_pct,hh_total_race_other,hh_total_race_other_pct,hh_total_race_twoplus,hh_total_race_twoplus_pct,hh_total_race_white,hh_total_race_white_pct,medhhinc,state_hh_snap,state_hh_total,state_hh_snap_pct
2023,"Resident Commissioner District (at Large) (118th Congress), Puerto Rico",Puerto Rico,7298,72,596950,1277486,0.4673,0.7551,0.3994,0.3800,0.4510,0.4697,NULL,0.4864,0.4547,0.4690,0.5258,326873,0.5476,173739,0.2910,296223,0.4962,406909,0.6816,1134,0.0019,735,0.0012,32932,0.0552,594152,0.9953,NULL,NULL,192681,0.3228,232961,0.3903,136507,0.2287,671675,532881,0.4171,538866,0.4218,2839,0.0022,1934,0.0015,73028,0.0572,1264946,0.9902,NULL,NULL,396155,0.3101,512294,0.4010,291055,0.2278,25621,596950,1277486,0.4673
2023,"Congressional District 15 (118th Congress), New York",New York,3615,36,124749,286551,0.4353,0.7298,0.4084,0.2892,0.4101,0.5426,NULL,0.5401,0.5332,0.2122,0.4102,52628,0.4219,50538,0.4051,65633,0.5261,66148,0.5302,2127,0.0171,2312,0.0185,42782,0.3429,79969,0.6410,NULL,NULL,45881,0.3678,22753,0.1824,8722,0.0699,117556,113227,0.3951,90644,0.3163,5208,0.0182,7995,0.0279,104318,0.3640,147373,0.5143,NULL,NULL,84947,0.2964,42673,0.1489,41104,0.1434,44103,1267132,7809267,0.1623
2023,"Congressional District 13 (118th Congress), New York",New York,3613,36,104754,312338,0.3354,0.6496,0.4569,0.1394,0.3676,0.4442,NULL,0.4689,0.3993,0.1149,0.4069,54118,0.5166,33145,0.3164,51833,0.4948,55395,0.5288,1385,0.0132,2104,0.0201,34350,0.3279,64628,0.6170,NULL,NULL,38334,0.3659,20925,0.1998,7656,0.0731,127093,100568,0.3220,85274,0.2730,3031,0.0097,15097,0.0483,93448,0.2992,145505,0.4659,NULL,NULL,81748,0.2617,52401,0.1678,66613,0.2133,50491,1267132,7809267,0.1623
2023,"Congressional District 2 (118th Congress), Pennsylvania",Pennsylvania,4202,42,93139,294824,0.3159,0.6215,0.7432,0.2082,0.3859,0.4768,NULL,0.5670,0.3797,0.2050,0.3993,39953,0.4290,39501,0.4241,55016,0.5907,41154,0.4419,1091,0.0117,5726,0.0615,30282,0.3251,29583,0.3176,NULL,NULL,20129,0.2161,10470,0.1124,25441,0.2732,117720,110014,0.3732,66212,0.2246,1468,0.0050,27506,0.0933,78468,0.2662,62048,0.2105,NULL,NULL,35502,0.1204,27574,0.0935,124091,0.4209,56629,795490,5324209,0.1494
2023,"Congressional District 8 (118th Congress), New York",New York,3608,36,91827,299723,0.3064,0.6413,0.4184,0.2785,0.3411,0.4151,NULL,0.4275,0.3352,0.2255,0.4583,49104,0.5347,35439,0.3859,47779,0.5203,45226,0.4925,554,0.0060,5715,0.0622,41475,0.4517,20909,0.2277,NULL,NULL,11707,0.1275,10186,0.1109,22190,0.2417,137374,90536,0.3021,70527,0.2353,1324,0.0044,20522,0.0685,121600,0.4057,50373,0.1681,NULL,NULL,27385,0.0914,30387,0.1014,98409,0.3283,59764,1267132,7809267,0.1623
2023,"Congressional District 21 (118th Congress), California",California,0621,06,67587,230335,0.2934,0.5560,0.2948,0.3421,0.3634,0.3207,NULL,0.3199,0.3284,0.2262,0.3785,23099,0.3418,40603,0.6008,31346,0.4638,26618,0.3938,1462,0.0216,6728,0.0995,3897,0.0577,43892,0.6494,NULL,NULL,20958,0.3101,16460,0.2435,17879,0.2645,87186,78086,0.3390,47872,0.2078,4960,0.0215,19668,0.0854,10723,0.0466,136848,0.5941,NULL,NULL,65512,0.2844,50116,0.2176,79026,0.3431,63382,1833346,13699816,0.1338
2023,"Congressional District 13 (118th Congress), Michigan",Michigan,2613,26,88860,307843,0.2887,0.6009,0.2988,0.4065,0.4156,0.2180,NULL,0.2395,0.2458,0.1454,0.3956,32445,0.3651,36103,0.4063,44367,0.4993,47046,0.5294,496,0.0056,2580,0.0290,60139,0.6768,5082,0.0572,NULL,NULL,2432,0.0274,5297,0.0596,17916,0.2016,121793,103003,0.3346,78299,0.2543,1660,0.0054,6347,0.0206,144699,0.4700,23316,0.0757,NULL,NULL,10156,0.0330,21546,0.0700,123213,0.4002,48723,574740,4107809,0.1399
2023,"Congressional District 22 (118th Congress), California",California,0622,06,60580,216780,0.2795,0.5287,0.3857,0.1698,0.4249,0.2853,NULL,0.3193,0.2653,0.2337,0.3469,20948,0.3458,35466,0.5854,26039,0.4298,26129,0.4313,1818,0.0300,1101,0.0182,4710,0.0777,42463,0.7009,NULL,NULL,21629,0.3570,15046,0.2484,16276,0.2687,75194,66089,0.3049,49418,0.2280,4713,0.0217,6484,0.0299,11084,0.0511,148840,0.6866,NULL,NULL,67739,0.3125,56707,0.2616,69659,0.3213,59649,1833346,13699816,0.1338
2023,"Congressional District 14 (118th Congress), New York",New York,3614,36,76727,286668,0.2677,0.6010,0.4535,0.2016,0.2567,0.3786,NULL,0.4001,0.3384,0.1264,0.4140,37554,0.4894,32943,0.4294,36880,0.4807,32797,0.4275,2033,0.0265,5661,0.0738,15183,0.1979,49488,0.6450,NULL,NULL,30558,0.3983,12904,0.1682,10091,0.1315,118680,84398,0.2944,54574,0.1904,4483,0.0156,28083,0.0980,59154,0.2064,130710,0.4560,NULL,NULL,76383,0.2665,38130,0.1330,79820,0.2784,64881,1267132,7809267,0.1623
2023,"Congressional District 34 (118th Congress), Texas",Texas,4834,48,65313,250468,0.2608,0.5144,0.1239,NULL,0.2220,0.2910,NULL,0.3062,0.2828,0.2243,0.3914,23723,0.3632,40479,0.6198,27970,0.4282,31763,0.4863,209,0.0032,NULL,NULL,279,0.0043,63253,0.9685,NULL,NULL,7785,0.1192,37140,0.5686,19900,0.3047,98024,77476,0.3093,61752,0.2465,1687,0.0067,NULL,NULL,1257,0.0050,217360,0.8678,NULL,NULL,25425,0.1015,131330,0.5243,88718,0.3542,51228,1266469,11260645,0.1125
2023,"Congressional District 1 (118th Congress), Illinois",Illinois,1701,17,75492,298665,0.2528,0.5948,NULL,0.0997,0.3875,0.2167,NULL,0.3054,0.1757,0.0738,0.4525,32882,0.4356,27823,0.3686,36857,0.4882,30858,0.4088,NULL,NULL,624,0.0083,60716,0.8043,4963,0.0657,NULL,NULL,3306,0.0438,2744,0.0363,8021,0.1062,135134,88822,0.2974,51877,0.1737,NULL,NULL,6260,0.0210,156691,0.5246,22906,0.0767,NULL,NULL,10825,0.0362,15617,0.0523,108662,0.3638,67268,717106,5071288,0.1414
2023,"Congressional District 2 (118th Congress), New Mexico",New Mexico,3502,35,67323,269814,0.2495,0.5714,0.4604,0.0407,0.2627,0.3211,NULL,0.3121,0.3184,0.1711,0.4494,26398,0.3921,33177,0.4928,32725,0.4861,31919,0.4741,6265,0.0931,105,0.0016,1368,0.0203,47017,0.6984,NULL,NULL,11834,0.1758,24665,0.3664,22640,0.3363,121254,93963,0.3483,55864,0.2070,13607,0.0504,2581,0.0096,5208,0.0193,146430,0.5427,NULL,NULL,37922,0.1405,77465,0.2871,132340,0.4905,56082,171277,856580,0.2000
2023,"Congressional District 2 (118th Congress), Illinois",Illinois,1702,17,70127,291541,0.2405,0.6115,0.3494,0.0715,0.3268,0.2313,NULL,0.2429,0.2875,0.1407,0.4639,26347,0.3757,33162,0.4729,30680,0.4375,32965,0.4701,442,0.0063,278,0.0040,43417,0.6191,7610,0.1085,NULL,NULL,4042,0.0576,5268,0.0751,16680,0.2379,135251,85186,0.2922,53906,0.1849,1265,0.0043,3888,0.0133,132847,0.4557,32905,0.1129,NULL,NULL,16644,0.0571,18322,0.0628,118575,0.4067,61221,717106,5071288,0.1414
2023,"Congressional District 5 (118th Congress), Louisiana",Louisiana,2205,22,70838,296763,0.2387,0.5556,0.4857,NULL,0.4236,0.1667,NULL,0.2032,0.2429,0.1461,0.4288,23917,0.3376,32280,0.4557,37446,0.5286,39865,0.5628,593,0.0084,NULL,NULL,39582,0.5588,1568,0.0221,NULL,NULL,504,0.0071,2970,0.0419,27114,0.3828,127250,106799,0.3599,71757,0.2418,1221,0.0041,NULL,NULL,93439,0.3149,9407,0.0317,NULL,NULL,2480,0.0084,12227,0.0412,185625,0.6255,48546,319717,1833915,0.1743
2023,"Congressional District 1 (118th Congress), Massachusetts",Massachusetts,2501,25,73919,318200,0.2323,0.6721,0.6369,0.1761,0.4547,0.5559,NULL,0.5574,0.5020,0.1607,0.4828,31093,0.4206,28452,0.3849,42068,0.5691,32181,0.4354,749,0.0101,887,0.0120,8165,0.1105,27799,0.3761,NULL,NULL,8876,0.1201,15554,0.2104,39688,0.5369,153617,98219,0.3087,47883,0.1505,1176,0.0037,5038,0.0158,17958,0.0564,50006,0.1572,NULL,NULL,15924,0.0500,30986,0.0974,247041,0.7764,72540,439293,2800984,0.1568
2023,"Congressional District 4 (118th Congress), Wisconsin",Wisconsin,5504,55,69293,299754,0.2312,0.5560,0.2485,0.2811,0.4360,0.2944,NULL,0.2714,0.3043,0.0906,0.3411,21431,0.3093,30927,0.4463,28017,0.4043,30890,0.4458,630,0.0091,3029,0.0437,38447,0.5548,12741,0.1839,NULL,NULL,3871,0.0559,9459,0.1365,13857,0.2000,102237,73788,0.2462,55561,0.1854,2535,0.0085,10777,0.0360,88185,0.2942,43272,0.1444,NULL,NULL,14262,0.0476,31081,0.1037,152914,0.5101,59499,284948,2495539,0.1142
2023,"Congressional District 12 (118th Congress), Michigan",Michigan,2612,26,67938,299021,0.2272,0.5592,0.4530,0.0695,0.3117,0.2490,NULL,0.1995,0.2673,0.1547,0.4633,28393,0.4179,25755,0.3791,38102,0.5608,33784,0.4973,265,0.0039,357,0.0053,40277,0.5928,1962,0.0289,NULL,NULL,521,0.0077,3628,0.0534,22890,0.3369,138540,99339,0.3322,60414,0.2020,585,0.0020,5134,0.0172,129203,0.4321,7878,0.0263,NULL,NULL,2611,0.0087,13572,0.0454,147916,0.4947,55778,574740,4107809,0.1399
2023,"Congressional District 34 (118th Congress), California",California,0634,06,61624,272767,0.2259,0.4785,0.3090,0.2263,0.2704,0.2505,NULL,0.2595,0.2254,0.1519,0.3536,31772,0.5156,20805,0.3376,27289,0.4428,27005,0.4382,2038,0.0331,13996,0.2271,4563,0.0740,35397,0.5744,NULL,NULL,21862,0.3548,10260,0.1665,8703,0.1412,96449,69997,0.2566,56439,0.2069,6596,0.0242,61845,0.2267,16878,0.0619,141278,0.5179,NULL,NULL,84237,0.3088,45509,0.1668,57294,0.2100,62008,1833346,13699816,0.1338
2023,"Congressional District 5 (118th Congress), Kentucky",Kentucky,2105,21,68468,304892,0.2246,0.5446,NULL,0.0457,0.3388,0.1398,NULL,0.2611,0.3158,0.2217,0.4500,25184,0.3678,30618,0.4472,42584,0.6220,42785,0.6249,NULL,NULL,72,0.0011,678,0.0099,278,0.0041,NULL,NULL,123,0.0018,3216,0.0470,64328,0.9395,137194,142187,0.4664,78562,0.2577,NULL,NULL,1577,0.0052,2001,0.0066,1988,0.0065,NULL,NULL,471,0.0015,10184,0.0334,290188,0.9518,44175,242405,1853603,0.1308
2023,"Congressional District 2 (118th Congress), Georgia",Georgia,1302,13,67385,300765,0.2240,0.5185,0.3635,0.0520,0.3272,0.1726,NULL,0.1979,0.1771,0.1062,0.4151,27269,0.4047,31523,0.4678,30791,0.4569,33946,0.5038,269,0.0040,211,0.0031,50212,0.7452,2260,0.0335,NULL,NULL,1390,0.0206,2344,0.0348,12959,0.1923,124833,106052,0.3526,65468,0.2177,740,0.0025,4054,0.0135,153442,0.5102,13091,0.0435,NULL,NULL,7022,0.0233,13239,0.0440,121990,0.4056,50621,513900,4150138,0.1238
2023,"Congressional District 25 (118th Congress), California",California,0625,06,55925,250397,0.2233,0.4335,0.2204,0.0585,0.1490,0.2934,NULL,0.2486,0.3499,0.1423,0.4832,22797,0.4076,31150,0.5570,23543,0.4210,16494,0.2949,1197,0.0214,507,0.0091,1713,0.0306,41665,0.7450,NULL,NULL,14753,0.2638,23869,0.4268,13763,0.2461,120991,84721,0.3383,38048,0.1520,5432,0.0217,8670,0.0346,11496,0.0459,142026,0.5672,NULL,NULL,59348,0.2370,68212,0.2724,96716,0.3863,64962,1833346,13699816,0.1338
2023,"Congressional District 3 (118th Congress), Pennsylvania",Pennsylvania,4203,42,80722,362808,0.2225,0.5032,0.3092,0.1603,0.3228,0.1738,NULL,0.2039,0.2728,0.0854,0.3383,38105,0.4721,25782,0.3194,41609,0.5155,36719,0.4549,479,0.0059,3329,0.0412,58145,0.7203,3789,0.0469,NULL,NULL,1604,0.0199,6069,0.0752,11096,0.1375,122743,104026,0.2867,72969,0.2011,1549,0.0043,20769,0.0572,180120,0.4965,21802,0.0601,NULL,NULL,7867,0.0217,22246,0.0613,129959,0.3582,63678,795490,5324209,0.1494
2023,"Congressional District 37 (118th Congress), California",California,0637,06,58079,261217,0.2223,0.4809,0.1300,0.1334,0.3174,0.2339,NULL,0.2687,0.2124,0.1008,0.3600,24257,0.4177,22721,0.3912,27309,0.4702,26968,0.4643,509,0.0088,3076,0.0530,23871,0.4110,23886,0.4113,NULL,NULL,15915,0.2740,8958,0.1542,5750,0.0990,94047,74367,0.2847,56074,0.2147,3916,0.0150,23058,0.0883,75215,0.2879,102103,0.3909,NULL,NULL,59235,0.2268,42177,0.1615,57055,0.2184,70120,1833346,13699816,0.1338
2023,"Congressional District 7 (118th Congress), Illinois",Illinois,1707,17,74207,334019,0.2222,0.6036,0.2965,0.1391,0.4240,0.1965,NULL,0.2058,0.2050,0.0554,0.3186,32440,0.4372,24218,0.3264,36184,0.4876,36280,0.4889,268,0.0036,4786,0.0645,52756,0.7109,8347,0.1125,NULL,NULL,4247,0.0572,4978,0.0671,7172,0.0966,106427,80052,0.2397,60105,0.1799,904,0.0027,34402,0.1030,124426,0.3725,42469,0.1271,NULL,NULL,20638,0.0618,24279,0.0727,129370,0.3873,81352,717106,5071288,0.1414
2023,"Congressional District 7 (118th Congress), Massachusetts",Massachusetts,2507,25,68907,310480,0.2219,0.5561,NULL,0.1713,0.3613,0.3905,NULL,0.4134,0.3375,0.0993,0.3125,30989,0.4497,25066,0.3638,34217,0.4966,27473,0.3987,NULL,NULL,6119,0.0888,23104,0.3353,23577,0.3422,NULL,NULL,10419,0.1512,14825,0.2151,13927,0.2021,97011,76777,0.2473,49405,0.1591,NULL,NULL,35711,0.1150,63940,0.2059,60370,0.1944,NULL,NULL,25204,0.0812,43922,0.1415,140302,0.4519,88518,439293,2800984,0.1568
2023,"Congressional District 29 (118th Congress), Texas",Texas,4829,48,54139,243937,0.2219,0.4408,0.3008,0.1306,0.3353,0.2074,NULL,0.2020,0.2090,0.1694,0.3583,18752,0.3464,35126,0.6488,22749,0.4202,23364,0.4316,1141,0.0211,652,0.0120,14847,0.2742,34444,0.6362,NULL,NULL,10885,0.2011,18213,0.3364,8401,0.1552,87404,68614,0.2813,53003,0.2173,3793,0.0155,4991,0.0205,44282,0.1815,166072,0.6808,NULL,NULL,53880,0.2209,87155,0.3573,49579,0.2032,55202,1266469,11260645,0.1125
2023,"Congressional District 26 (118th Congress), Florida",Florida,1226,12,63076,285495,0.2209,0.5275,0.0762,0.1537,0.2423,0.2880,NULL,0.2703,0.2992,0.0998,0.4903,40138,0.6363,23307,0.3695,27809,0.4409,21186,0.3359,176,0.0028,459,0.0073,3267,0.0518,57678,0.9144,NULL,NULL,7198,0.1141,42079,0.6671,9897,0.1569,139972,69778,0.2444,40166,0.1407,2310,0.0081,2986,0.0105,13485,0.0472,200264,0.7015,NULL,NULL,26628,0.0933,140651,0.4927,99171,0.3474,72378,1066130,8966402,0.1189
2023,"Congressional District 15 (118th Congress), Texas",Texas,4815,48,57254,260258,0.2200,0.5419,0.1129,0.0440,0.2305,0.2678,NULL,0.2461,0.2738,0.1520,0.3941,22057,0.3852,35152,0.6140,27148,0.4742,29192,0.5099,192,0.0034,151,0.0026,649,0.0113,52988,0.9255,NULL,NULL,6063,0.1059,35094,0.6130,15105,0.2638,102556,85279,0.3277,53868,0.2070,1701,0.0065,3431,0.0132,2816,0.0108,197882,0.7603,NULL,NULL,24637,0.0947,128161,0.4924,99389,0.3819,59068,1266469,11260645,0.1125
2023,"Congressional District 7 (118th Congress), Alabama",Alabama,0107,01,65168,296746,0.2196,0.5079,NULL,0.0088,0.3207,0.1483,NULL,0.1575,0.2150,0.0733,0.4242,25613,0.3930,27225,0.4178,31849,0.4887,34500,0.5294,NULL,NULL,32,0.0005,54498,0.8363,1300,0.0199,NULL,NULL,474,0.0073,2133,0.0327,8031,0.1232,125894,106579,0.3592,67931,0.2289,NULL,NULL,3626,0.0122,169932,0.5727,8764,0.0295,NULL,NULL,3009,0.0101,9919,0.0334,109564,0.3692,47972,282954,2051545,0.1379
2023,"Congressional District 2 (118th Congress), Oregon",Oregon,4102,41,62796,289071,0.2172,0.5419,0.4466,0.0912,0.3487,0.2979,NULL,0.2817,0.2975,0.2021,0.5052,25350,0.4037,27980,0.4456,31976,0.5092,24107,0.3839,1773,0.0282,259,0.0041,362,0.0058,10336,0.1646,NULL,NULL,3559,0.0567,8041,0.1280,48791,0.7770,146047,99063,0.3427,44490,0.1539,3970,0.0137,2840,0.0098,1038,0.0036,34691,0.1200,NULL,NULL,12634,0.0437,27031,0.0935,241369,0.8350,65168,293924,1752050,0.1678
2023,"Congressional District 24 (118th Congress), Florida",Florida,1224,12,61981,291265,0.2128,0.4486,NULL,0.1158,0.3169,0.2117,NULL,0.2449,0.2121,0.0736,0.4514,35450,0.5719,27035,0.4362,22561,0.3640,20565,0.3318,NULL,NULL,598,0.0096,33634,0.5427,24833,0.4007,NULL,NULL,5909,0.0953,15684,0.2530,5974,0.0964,131480,63400,0.2177,45841,0.1574,NULL,NULL,5164,0.0177,106119,0.3643,117288,0.4027,NULL,NULL,24125,0.0828,73962,0.2539,81213,0.2788,65360,1066130,8966402,0.1189
2023,"Congressional District 11 (118th Congress), Ohio",Ohio,3911,39,75389,354317,0.2128,0.5535,0.4511,0.0629,0.3187,0.3225,NULL,0.3583,0.2903,0.1111,0.4168,31847,0.4224,29374,0.3896,38986,0.5171,39643,0.5258,470,0.0062,648,0.0086,46334,0.6146,7527,0.0998,NULL,NULL,3825,0.0507,5430,0.0720,18682,0.2478,147676,104361,0.2945,71627,0.2022,1042,0.0029,10297,0.0291,145387,0.4103,23342,0.0659,NULL,NULL,10676,0.0301,18702,0.0528,168213,0.4748,52226,611620,4917309,0.1244
2023,"Congressional District 9 (118th Congress), New York",New York,3609,36,60804,287102,0.2118,0.5000,0.2869,0.1759,0.2291,0.2967,NULL,0.3335,0.1972,0.1723,0.4219,32109,0.5281,21414,0.3522,26402,0.4342,25217,0.4147,367,0.0060,3648,0.0600,28543,0.4694,9828,0.1616,NULL,NULL,6370,0.1048,5514,0.0907,16042,0.2638,121127,74444,0.2593,50429,0.1756,1279,0.0045,20739,0.0722,124601,0.4340,33123,0.1154,NULL,NULL,19099,0.0665,27964,0.0974,93100,0.3243,72091,1267132,7809267,0.1623
2023,"Congressional District 7 (118th Congress), Maryland",Maryland,2407,24,69290,327967,0.2113,0.4879,0.2658,0.1498,0.2782,0.1680,NULL,0.1564,0.1834,0.1103,0.3867,28889,0.4169,24772,0.3575,32262,0.4656,30634,0.4421,353,0.0051,1298,0.0187,51238,0.7395,3029,0.0437,NULL,NULL,1629,0.0235,2937,0.0424,11835,0.1708,126811,92397,0.2817,62793,0.1915,1328,0.0040,8664,0.0264,184185,0.5616,18032,0.0550,NULL,NULL,10413,0.0318,16017,0.0488,107297,0.3272,61399,247373,2384715,0.1037
2023,"Congressional District 13 (118th Congress), California",California,0613,06,47708,226522,0.2106,0.4961,0.2859,0.1534,0.4736,0.2259,0.1654,0.2040,0.2387,0.1828,0.3746,16381,0.3434,27532,0.5771,20542,0.4306,21056,0.4414,994,0.0208,2359,0.0494,3388,0.0710,30267,0.6344,223,0.0047,15663,0.3283,11547,0.2420,13534,0.2837,84855,67660,0.2987,42439,0.1874,3477,0.0153,15376,0.0679,7153,0.0316,134013,0.5916,1348,0.0060,76776,0.3389,48366,0.2135,74026,0.3268,65557,1833346,13699816,0.1338
2023,"Congressional District 43 (118th Congress), California",California,0643,06,49468,235329,0.2102,0.4756,0.1997,0.1011,0.2813,0.2195,NULL,0.2326,0.1995,0.1151,0.4177,22527,0.4554,23379,0.4726,22344,0.4517,17827,0.3604,689,0.0139,2366,0.0478,19235,0.3888,24455,0.4944,NULL,NULL,14130,0.2856,9073,0.1834,3845,0.0777,98290,72950,0.3100,37484,0.1593,3450,0.0147,23402,0.0994,68374,0.2905,111418,0.4735,NULL,NULL,60745,0.2581,45479,0.1933,33405,0.1420,72053,1833346,13699816,0.1338
2023,"Congressional District 2 (118th Congress), Louisiana",Louisiana,2202,22,63619,305373,0.2083,0.5051,0.2194,0.0957,0.2842,0.1620,NULL,0.2373,0.1497,0.0804,0.4343,28272,0.4444,27839,0.4376,29809,0.4686,36190,0.5689,348,0.0055,673,0.0106,50267,0.7901,3521,0.0553,NULL,NULL,2128,0.0334,2819,0.0443,7384,0.1161,132637,95087,0.3114,71652,0.2346,1586,0.0052,7034,0.0230,176883,0.5792,21731,0.0712,NULL,NULL,8968,0.0294,18837,0.0617,91807,0.3006,48717,319717,1833915,0.1743
2023,"Congressional District 5 (118th Congress), New York",New York,3605,36,53011,254974,0.2079,0.5426,0.3610,0.2208,0.2127,0.2477,NULL,0.2733,0.2424,0.1102,0.5467,30471,0.5748,22705,0.4283,27332,0.5156,19467,0.3672,609,0.0115,8113,0.1530,23124,0.4362,11554,0.2180,NULL,NULL,9799,0.1848,6379,0.1203,4987,0.0941,139391,76007,0.2981,35874,0.1407,1687,0.0066,36740,0.1441,108724,0.4264,46637,0.1829,NULL,NULL,35854,0.1406,26312,0.1032,45247,0.1775,82632,1267132,7809267,0.1623
2023,"Congressional District 28 (118th Congress), Texas",Texas,4828,48,53939,262295,0.2056,0.5238,0.1884,0.0371,0.1777,0.2472,NULL,0.2567,0.2263,0.1754,0.3826,21778,0.4038,32716,0.6065,28739,0.5328,25348,0.4699,416,0.0077,104,0.0019,2785,0.0516,44749,0.8296,NULL,NULL,8844,0.1640,24258,0.4497,17532,0.3250,100361,94976,0.3621,48397,0.1845,2208,0.0084,2803,0.0107,15675,0.0598,181032,0.6902,NULL,NULL,34459,0.1314,107188,0.4087,99962,0.3811,63441,1266469,11260645,0.1125
2023,"Congressional District 1 (118th Congress), West Virginia",West Virginia,5401,54,74762,366558,0.2040,0.5745,NULL,0.0334,0.4143,0.1075,NULL,0.1109,0.2644,0.1961,0.4835,31338,0.4192,27187,0.3636,42123,0.5634,39667,0.5306,NULL,NULL,73,0.0010,4802,0.0642,343,0.0046,NULL,NULL,123,0.0016,3209,0.0429,66555,0.8902,177244,140104,0.3822,69048,0.1884,NULL,NULL,2185,0.0060,11590,0.0316,3191,0.0087,NULL,NULL,1109,0.0030,12137,0.0331,339413,0.9259,50632,136190,743644,0.1831
2023,"Congressional District 17 (118th Congress), Illinois",Illinois,1717,17,64145,317835,0.2018,0.5173,0.2312,0.2791,0.4206,0.2841,NULL,0.3430,0.2475,0.1543,0.4207,21806,0.3399,25500,0.3975,30437,0.4745,29843,0.4652,501,0.0078,1430,0.0223,16357,0.2550,7699,0.1200,NULL,NULL,3083,0.0481,5932,0.0925,36801,0.5737,133708,92748,0.2918,57692,0.1815,2167,0.0068,5123,0.0161,38889,0.1224,27098,0.0853,NULL,NULL,8989,0.0283,23967,0.0754,238444,0.7502,57307,717106,5071288,0.1414
2023,"Congressional District 29 (118th Congress), California",California,0629,06,46463,234850,0.1978,0.4669,0.2221,0.1620,0.2401,0.2031,NULL,0.2107,0.1903,0.1934,0.3764,20475,0.4407,21122,0.4546,22037,0.4743,17757,0.3822,557,0.0120,3064,0.0659,3430,0.0738,26132,0.5624,NULL,NULL,13226,0.2847,11285,0.2429,14832,0.3192,88399,65814,0.2802,38035,0.1620,2508,0.0107,18916,0.0805,14285,0.0608,128658,0.5478,NULL,NULL,62775,0.2673,59303,0.2525,76675,0.3265,72992,1833346,13699816,0.1338
2023,"Congressional District 3 (118th Congress), New Mexico",New Mexico,3503,35,55080,278622,0.1977,0.5242,0.3681,0.0980,0.2751,0.2571,NULL,0.2590,0.2325,0.1231,0.4755,19882,0.3610,28974,0.5260,27406,0.4976,27934,0.5072,14427,0.2619,315,0.0057,905,0.0164,27732,0.5035,NULL,NULL,8107,0.1472,13490,0.2449,17607,0.3197,132472,94542,0.3393,53289,0.1913,39196,0.1407,3214,0.0115,3290,0.0118,107877,0.3872,NULL,NULL,31306,0.1124,58033,0.2083,143086,0.5135,62270,171277,856580,0.2000
2023,"Congressional District 1 (118th Congress), North Carolina",North Carolina,3701,37,61837,316020,0.1957,0.5045,0.3135,NULL,0.3181,0.1960,NULL,0.2028,0.1529,0.1005,0.4340,24166,0.3908,25107,0.4060,30714,0.4967,28288,0.4575,706,0.0114,NULL,NULL,40746,0.6589,3747,0.0606,NULL,NULL,2468,0.0399,1967,0.0318,15891,0.2570,137152,104028,0.3292,56071,0.1774,2252,0.0071,NULL,NULL,128107,0.4054,19120,0.0605,NULL,NULL,12171,0.0385,12867,0.0407,158093,0.5003,55409,553307,4392669,0.1260
2023,"Congressional District 4 (118th Congress), Oregon",Oregon,4104,41,59575,305073,0.1953,0.4697,0.1657,0.0604,0.1183,0.2564,NULL,0.2522,0.2668,0.1916,0.4763,24057,0.4038,21985,0.3690,29452,0.4944,21707,0.3644,524,0.0088,408,0.0068,248,0.0042,5097,0.0856,NULL,NULL,1776,0.0298,6612,0.1110,50007,0.8394,145308,97097,0.3183,46218,0.1515,3163,0.0104,6758,0.0222,2096,0.0069,19882,0.0652,NULL,NULL,7041,0.0231,24778,0.0812,260972,0.8554,67778,293924,1752050,0.1678
2023,"Congressional District 4 (118th Congress), Louisiana",Louisiana,2204,22,61630,316587,0.1947,0.4735,0.1864,0.0410,0.3251,0.0956,NULL,0.1372,0.1607,0.1234,0.4259,20744,0.3366,28610,0.4642,31475,0.5107,31613,0.5129,429,0.0070,160,0.0026,35876,0.5821,1022,0.0166,NULL,NULL,439,0.0071,2116,0.0343,22610,0.3669,134841,109838,0.3469,66769,0.2109,2302,0.0073,3906,0.0123,110363,0.3486,10687,0.0338,NULL,NULL,3200,0.0101,13167,0.0416,183246,0.5788,50925,319717,1833915,0.1743
